age,annual_income_gbp,employment_years,home_owner,num_credit_lines,inquiries_6m,credit_limit_gbp,loan_amount_gbp,loan_term_months,credit_utilization,debt_to_income,num_late_payments_12m,past_default,default
49,56034,7.1,1,2,1,43454,11502,36,0.449,0.183,0,0,0
45,28051,0.7,0,8,2,1500,6641,24,0.29,0.146,3,0,0
26,68518,2.4,1,1,3,30704,6003,24,0.142,0.139,3,1,0
40,80216,6.7,1,3,3,23108,6420,48,0.285,0.16,1,0,0
23,44702,0.0,0,3,0,28558,15966,60,0.614,0.415,1,1,1
29,37788,3.1,1,5,0,11056,9479,24,0.247,0.173,1,0,0
23,35118,5.3,0,2,2,6746,7786,48,0.316,0.154,1,0,0
23,46480,0.0,0,5,2,27531,8773,36,0.893,0.285,0,0,0
30,83740,2.3,1,1,0,29041,4806,24,0.062,0.091,0,0,0
27,100323,0.0,0,4,0,62683,8009,36,0.524,0.207,5,1,0
43,32940,7.7,0,6,1,26700,14181,36,0.445,0.321,0,1,1
46,25399,6.6,0,6,2,11722,1032,60,0.132,0.218,1,0,0
35,27449,0.6,0,4,2,3744,4571,48,0.082,0.281,0,0,0
25,74977,1.2,0,9,2,54619,5579,24,0.379,0.076,3,1,1
46,48707,14.3,1,6,1,22063,5832,48,0.438,0.141,0,0,1
18,50876,0.0,1,5,0,13266,10179,36,0.112,0.286,1,1,0
18,56420,0.0,0,10,2,22248,5174,24,0.501,0.23,1,1,0
46,53147,8.2,1,8,0,16709,8493,36,0.377,0.158,0,0,0
45,40098,1.3,1,1,1,33770,7769,48,0.681,0.237,0,0,0
48,23872,15.2,1,5,4,20251,2314,36,0.437,0.249,3,1,1
35,30313,0.0,0,1,1,16019,3954,24,0.296,0.081,1,0,0
24,46031,0.0,0,2,2,21170,6719,36,0.836,0.136,0,0,0
32,53643,1.5,0,9,2,21633,2612,24,0.594,0.234,2,0,0
44,34878,10.7,1,4,1,11994,8198,36,0.302,0.242,1,1,0
29,33987,5.9,0,5,1,16403,5303,48,0.478,0.176,1,0,0
30,93032,5.2,0,3,2,52907,3575,36,0.57,0.215,2,1,0
22,33023,2.2,1,3,2,12688,3930,24,0.11,0.127,6,1,1
25,48715,6.8,1,3,2,29345,9453,12,0.263,0.216,2,0,1
47,35913,0.2,0,7,1,15826,4939,24,0.282,0.024,0,0,0
43,26467,7.3,1,3,1,15059,7349,36,0.758,0.305,1,0,1
25,18259,7.3,1,5,2,4510,2228,48,0.074,0.339,0,0,0
26,31741,0.0,0,5,1,21429,2890,12,0.407,0.031,1,0,0
31,27049,4.6,0,3,2,28538,8995,36,0.347,0.151,1,0,0
44,69328,11.2,1,3,1,56604,4235,48,0.511,0.168,0,0,0
25,22490,6.6,0,7,2,20786,1550,48,0.492,0.115,1,1,0
36,34057,3.9,0,2,0,9996,16723,60,0.283,0.471,0,0,0
18,62153,7.3,1,4,1,28256,1716,36,0.55,0.135,0,0,0
24,40330,3.4,0,7,3,8462,3174,12,0.405,0.237,0,0,0
42,56798,10.3,1,3,0,40058,8170,24,0.562,0.114,0,0,1
47,68791,3.2,0,3,3,60727,4892,60,0.106,0.105,0,0,0
25,16877,0.0,0,2,0,10360,12496,48,0.387,0.584,3,1,1
29,34077,0.0,0,2,0,10374,6517,12,0.439,0.071,1,0,1
46,25021,14.0,0,4,3,4725,13069,60,0.155,0.417,0,0,1
33,91824,0.0,1,2,2,31137,6817,48,0.259,0.123,1,0,0
32,40221,0.0,0,8,1,28740,15730,48,0.56,0.347,0,0,0
43,56832,9.5,1,2,0,35020,1817,60,0.319,0.218,0,0,0
40,111740,6.0,1,4,0,80000,7403,48,0.288,0.196,1,0,0
50,35179,0.0,0,2,1,24642,11388,60,0.562,0.27,1,1,0
46,44806,5.6,0,1,1,22331,6477,24,0.364,0.076,0,0,0
31,54061,2.2,1,1,4,39268,9604,60,0.611,0.18,1,1,0
36,36977,9.3,1,3,3,26582,10227,60,0.353,0.325,2,1,0
37,86997,0.0,0,5,2,67813,4769,36,0.624,0.057,3,1,0
23,68019,0.0,1,3,0,38013,5660,48,0.553,0.189,0,0,0
27,75437,6.4,1,3,2,41965,2813,36,0.241,0.156,2,0,0
48,44150,10.6,1,1,1,17643,10135,36,0.423,0.188,1,0,0
20,35440,0.0,0,2,2,9783,7394,24,0.355,0.164,4,1,0
49,35198,6.6,1,2,4,13767,2942,12,0.218,0.172,2,0,0
41,35006,0.0,1,4,0,7515,13795,60,0.794,0.334,0,0,0
36,17090,9.9,0,4,2,3993,9429,60,0.203,0.535,5,1,1
43,52652,4.8,1,3,1,15998,12160,36,0.199,0.103,3,0,0
43,67780,11.2,1,1,2,39614,16914,24,0.594,0.25,0,0,0
51,42711,11.4,1,6,5,29204,6346,24,0.4,0.233,3,1,0
33,32527,0.4,0,6,1,26329,14012,24,0.404,0.386,0,0,0
35,43848,3.8,0,5,6,25197,13697,48,0.906,0.188,5,0,1
35,48720,6.8,0,4,0,37840,2998,48,0.126,0.312,0,0,0
58,51585,11.9,1,1,2,37683,6420,48,0.553,0.254,1,1,1
48,117565,13.5,1,5,3,80000,4319,24,0.431,0.089,0,0,0
27,26587,6.8,0,4,0,17082,5242,12,0.349,0.211,1,0,1
34,52649,5.3,0,5,2,25048,12399,24,0.387,0.215,0,0,1
30,63177,5.7,0,2,1,43476,9243,48,0.621,0.293,1,1,0
38,44849,2.2,0,7,2,26733,7429,60,0.53,0.094,4,1,0
40,37646,3.2,0,7,2,12278,5082,60,0.587,0.251,2,1,0
63,24200,13.6,1,3,1,1500,7097,36,0.206,0.319,0,0,1
18,30794,1.4,0,6,2,9764,6119,60,0.833,0.302,4,1,0
49,63703,3.5,0,4,1,28009,5723,24,0.344,0.223,2,0,0
42,96676,5.9,1,3,1,44982,9568,36,0.236,0.214,0,0,0
30,29743,0.0,0,4,0,16501,11306,48,0.672,0.231,1,0,0
36,55854,2.4,1,2,2,25652,10405,60,0.457,0.16,2,0,0
32,57380,8.6,1,5,3,21603,9693,36,0.409,0.27,1,0,0
38,75364,1.5,1,4,1,13679,5093,36,0.283,0.193,0,0,0
49,49194,5.2,0,3,0,46687,1484,36,0.462,0.092,0,0,0
21,54942,3.0,0,2,2,28122,5171,48,0.353,0.135,0,0,0
52,70699,8.9,0,4,0,44312,2056,48,0.376,0.204,0,0,0
33,22406,4.6,0,3,0,11514,11446,36,0.837,0.357,0,0,0
54,44036,3.5,1,3,0,16821,5640,60,0.59,0.129,0,0,0
42,16032,6.0,0,3,1,12706,3765,48,0.196,0.357,0,0,1
51,14289,7.0,1,4,1,3487,8681,60,0.735,0.563,2,0,1
44,27109,3.4,0,2,1,16348,15125,36,0.476,0.557,1,1,0
50,18184,5.8,0,6,1,12309,15511,36,0.689,0.632,5,1,0
38,56888,4.0,0,5,3,47979,3242,48,0.396,0.13,4,1,0
28,74601,6.0,0,3,1,29565,7140,24,0.38,0.3,2,1,0
45,36178,14.2,1,6,3,18864,7176,36,0.406,0.173,5,1,1
45,39698,7.4,0,4,1,15122,4084,12,0.381,0.222,3,1,0
61,37647,16.6,1,3,0,7596,4118,48,0.472,0.204,2,0,0
18,37065,0.6,0,4,1,18460,5309,60,0.411,0.138,2,0,1
35,46224,0.0,0,3,1,44850,5028,24,0.25,0.181,0,0,0
49,52110,8.2,1,2,1,34321,6431,60,0.562,0.139,1,0,0
24,33147,6.5,0,5,4,18716,1103,24,0.38,0.198,4,1,0
35,27675,9.8,1,4,3,6639,6433,48,0.135,0.254,1,0,0
61,32089,7.5,1,3,3,14677,12098,24,0.681,0.381,1,0,0
53,66902,17.6,1,4,1,19966,13655,24,0.35,0.234,1,0,1
28,33926,0.0,1,5,4,18957,12558,12,0.44,0.36,2,0,0
53,95936,6.1,0,1,3,41186,3931,24,0.338,0.158,1,0,0
51,37459,6.3,0,2,1,26125,4409,36,0.746,0.091,1,0,0
46,91562,12.8,1,2,1,36453,4587,60,0.184,0.0,2,0,0
42,22079,7.7,0,5,1,11971,11898,36,0.259,0.569,4,1,1
40,29142,9.2,1,3,0,18838,12448,24,0.166,0.379,2,0,0
28,55849,0.0,0,1,0,28225,10816,48,0.342,0.321,3,1,0
32,56183,3.4,0,3,2,43385,8759,24,0.081,0.223,0,0,0
46,39260,6.6,1,3,3,18662,7296,48,0.108,0.332,0,0,0
39,132794,8.2,1,1,1,41878,5500,36,0.431,0.181,1,1,0
58,44565,8.3,1,4,1,14320,11288,48,0.857,0.214,0,0,0
34,50270,8.8,1,3,0,41385,9903,12,0.421,0.334,3,1,0
18,31226,0.0,0,4,1,27629,9654,24,0.168,0.274,2,1,0
34,107248,0.0,1,5,1,80000,7626,36,0.297,0.221,3,1,0
41,68836,0.0,0,1,3,27621,7617,24,0.304,0.247,2,1,0
42,53818,11.0,1,7,0,31386,8701,36,0.379,0.201,1,0,0
38,17286,8.2,1,8,0,1500,6121,24,0.123,0.397,0,0,0
29,52349,0.0,0,2,1,34348,4448,60,0.641,0.24,0,0,0
54,33058,13.5,1,3,1,14854,7628,12,0.746,0.371,0,0,0
30,53206,2.6,0,4,1,25320,7547,12,0.515,0.125,0,0,0
46,70973,6.6,1,9,1,42932,6216,48,0.692,0.172,3,0,0
35,28273,0.0,0,2,3,11388,6989,36,0.113,0.22,1,0,0
25,48263,0.0,1,5,2,28618,4467,24,0.481,0.135,2,0,0
53,69591,9.4,1,4,2,58805,11636,36,0.859,0.278,1,0,0
18,46825,1.0,0,9,1,15277,11114,60,0.344,0.194,1,0,0
28,35671,0.6,0,7,1,11199,6968,48,0.523,0.232,0,0,0
42,23816,10.1,1,2,2,12206,15058,36,0.508,0.452,0,1,1
34,29556,9.7,1,2,1,11106,9360,36,0.424,0.392,1,0,1
46,21199,4.0,0,3,0,10888,13497,24,0.489,0.326,4,1,1
37,73861,6.4,1,5,0,50691,13933,36,0.317,0.137,1,0,0
33,45315,0.0,0,5,2,29082,14825,12,0.671,0.362,1,0,1
62,21847,12.7,0,2,1,10822,4686,48,0.33,0.117,1,1,0
35,42647,0.8,0,4,1,29472,10174,12,0.374,0.322,2,1,0
36,20960,4.1,0,3,3,9554,1799,24,0.19,0.233,1,1,0
26,12000,2.8,0,4,1,5080,5908,24,0.454,0.374,2,0,0
30,83361,2.1,0,4,1,36745,7852,24,0.204,0.072,1,1,0
45,81675,11.0,1,4,1,26504,11777,24,0.354,0.186,1,0,0
44,18933,3.7,0,2,0,16715,6036,36,0.33,0.323,0,0,0
38,28759,3.3,0,2,0,29228,5051,36,0.205,0.181,0,0,0
30,47902,4.5,0,2,2,34936,10661,24,0.313,0.345,0,0,1
45,34590,6.9,0,6,2,16587,7877,36,0.631,0.099,0,0,0
19,26652,1.4,0,6,1,16624,5915,36,0.65,0.307,0,0,0
34,32187,3.4,0,2,2,14327,4494,24,0.173,0.182,1,1,0
35,37421,1.3,0,3,2,24831,10719,36,0.892,0.188,0,0,0
28,31494,5.4,0,8,1,9230,4767,60,0.334,0.276,1,0,1
39,47994,5.9,0,5,2,19834,2557,24,0.568,0.198,4,1,0
30,37599,6.8,0,6,1,22423,5440,48,0.141,0.03,1,0,0
29,28073,8.1,1,8,0,17905,9660,36,0.184,0.302,1,0,0
58,43290,8.7,1,3,1,19784,5753,48,0.362,0.144,1,0,0
46,17080,4.3,0,2,0,9426,5252,48,0.163,0.242,0,0,0
51,94778,6.7,1,4,1,36971,13782,60,0.301,0.075,0,0,0
38,16363,2.8,0,5,3,14607,9287,12,0.248,0.331,0,0,1
48,40786,0.1,1,3,2,30607,10564,60,0.378,0.245,2,1,0
46,51498,13.7,1,8,0,9927,7888,36,0.143,0.227,0,0,0
51,53654,10.1,1,6,2,39965,10890,48,0.087,0.263,0,0,0
64,49291,20.7,1,7,0,22814,16602,48,0.301,0.176,1,0,0
35,85671,2.4,0,5,2,29861,13673,48,0.512,0.178,0,0,0
41,22960,8.2,1,3,1,3490,8828,36,0.364,0.399,1,0,0
37,41083,6.1,1,1,1,12320,7052,48,0.338,0.332,0,0,0
18,46267,0.0,0,4,1,18011,4434,12,0.422,0.169,4,0,0
23,32467,5.1,0,4,1,4011,6081,24,0.32,0.312,1,0,0
38,30766,5.3,1,3,1,4371,10318,36,0.32,0.463,1,0,1
45,86693,6.6,1,3,2,43940,7133,36,0.22,0.276,0,0,0
32,28813,4.2,0,6,2,10690,8321,48,0.78,0.334,2,0,0
50,32772,0.0,0,3,0,15488,8487,60,0.23,0.138,0,0,0
52,36637,6.0,0,3,2,13049,6902,48,0.242,0.068,1,0,0
33,37935,1.2,0,2,2,12947,5613,36,0.596,0.232,1,0,1
54,46618,15.5,1,3,2,37973,8293,36,0.378,0.196,2,1,0
57,38048,12.3,1,2,3,15952,6019,48,0.661,0.193,3,1,0
43,52357,9.5,1,5,1,15662,10076,48,0.406,0.144,0,0,0
27,45927,4.9,1,10,1,31992,10250,24,0.303,0.209,0,0,0
54,55507,8.5,1,3,1,38433,10644,48,0.293,0.183,0,0,0
36,90541,11.1,1,1,2,50272,8900,12,0.356,0.258,2,0,0
34,26782,3.4,0,7,4,9657,2448,36,0.551,0.214,1,1,1
39,105591,0.1,1,4,0,71997,3756,36,0.634,0.194,1,0,1
32,33283,6.2,1,6,1,11298,9228,48,0.214,0.305,0,0,0
50,61417,12.7,1,5,1,23730,14890,48,0.642,0.242,3,0,0
47,46524,7.8,0,3,0,19291,12532,12,0.765,0.197,0,0,1
51,36189,10.0,0,6,0,14497,11213,60,0.665,0.287,1,0,1
44,14490,10.5,1,4,0,2088,7457,60,0.847,0.38,1,1,1
29,103233,8.9,1,7,1,65713,6843,36,0.224,0.172,1,0,0
36,28094,7.0,0,5,0,13074,5267,48,0.057,0.19,0,0,1
48,27620,14.1,1,2,1,11530,2777,24,0.18,0.236,1,0,0
34,76298,5.2,1,1,0,44268,5680,60,0.22,0.0,3,1,0
70,44366,21.3,1,3,1,10401,3327,36,0.247,0.199,3,1,1
35,120906,0.0,1,2,1,28463,2053,60,0.459,0.177,0,0,0
32,107161,7.3,1,6,0,66412,14139,24,0.222,0.142,0,0,0
51,62790,9.5,1,2,2,47918,15601,36,0.656,0.24,1,0,0
46,48867,7.8,1,2,4,21635,6820,36,0.56,0.204,3,1,0
38,64656,0.2,0,2,2,23564,3098,12,0.375,0.161,1,0,0
35,20661,8.7,1,2,1,16615,17550,24,0.243,0.637,5,1,1
43,46745,5.7,0,6,0,11738,3099,12,0.365,0.285,2,0,0
47,46128,3.7,1,3,2,20310,8461,36,0.184,0.053,0,0,0
46,32852,4.9,1,7,1,18058,9743,36,0.739,0.259,0,0,0
35,48894,3.5,1,6,0,24053,8136,48,0.387,0.008,2,1,0
43,19100,6.8,0,4,3,10606,5808,48,0.333,0.287,2,1,0
47,69742,4.1,0,5,2,32657,8782,60,0.426,0.052,1,1,0
46,86126,3.8,1,5,1,37684,3778,36,0.244,0.149,3,1,1
18,20915,1.8,0,4,0,1500,10016,36,0.408,0.245,0,0,0
28,46048,2.5,0,5,1,17194,6052,36,0.324,0.187,0,0,1
29,99165,10.7,1,7,0,72509,17645,36,0.251,0.228,2,0,0
35,53483,3.0,0,4,2,17322,6788,24,0.312,0.219,0,0,0
40,24173,8.6,1,3,0,6238,6268,36,0.289,0.34,0,0,0
48,24753,14.5,1,7,3,18077,6222,12,0.828,0.219,0,0,0
45,67813,6.2,1,4,2,20488,8759,24,0.372,0.216,0,0,0
37,115978,8.7,1,3,3,80000,4674,24,0.173,0.109,1,0,0
38,23463,6.5,0,7,3,18513,5297,48,0.417,0.274,1,0,0
57,43380,10.3,1,9,0,25475,3589,12,0.233,0.111,0,1,0
31,27791,9.7,1,5,0,16737,4105,12,0.466,0.338,1,0,1
41,36366,2.3,0,1,2,14723,3299,48,0.623,0.265,0,0,0
55,50308,7.2,1,4,2,36312,13391,36,0.272,0.161,1,0,0
42,41532,0.0,0,3,0,16435,4173,24,0.295,0.056,2,0,0
18,29199,0.0,0,4,0,26190,14407,12,0.312,0.361,0,0,0
42,134249,10.1,1,6,0,80000,4594,48,0.531,0.133,0,0,0
34,38956,3.2,0,2,2,14428,7666,48,0.551,0.163,0,0,0
37,38460,8.1,0,2,1,12953,9061,36,0.444,0.369,1,0,0
50,77887,5.2,1,4,0,38053,2927,12,0.106,0.181,1,1,0
43,42758,10.9,1,3,1,22214,7785,36,0.63,0.291,4,1,0
35,38021,4.1,0,3,1,29413,7294,48,0.483,0.203,1,0,0
48,71326,5.9,1,3,2,32031,3799,24,0.769,0.137,0,0,1
43,24137,12.7,1,4,2,9618,4881,36,0.146,0.152,1,0,0
39,63902,5.5,1,3,0,13883,6145,12,0.637,0.174,1,0,0
41,74541,8.3,1,7,1,31520,10374,48,0.355,0.283,0,0,0
41,60969,6.4,1,4,2,30036,2900,24,0.097,0.18,0,0,0
34,38520,7.0,1,8,0,12810,11657,48,0.552,0.262,2,1,1
33,42279,4.4,0,7,1,23090,8153,48,0.303,0.301,2,1,1
38,16635,0.7,0,5,0,10235,9316,60,0.312,0.44,0,0,1
28,39546,3.7,1,6,0,18439,8000,12,0.301,0.239,0,1,0
24,49719,3.6,0,4,0,17856,15733,36,0.477,0.357,0,0,0
52,68149,10.3,1,5,2,50854,7105,60,0.149,0.269,0,0,0
35,45874,3.7,0,6,3,23055,11019,12,0.16,0.393,5,1,1
38,34336,12.1,1,6,2,21955,3626,24,0.743,0.107,0,0,0
37,26875,2.1,0,5,5,18235,10577,24,0.459,0.287,1,0,0
38,41406,5.8,0,5,1,10620,10827,48,0.39,0.204,4,1,1
38,45681,6.1,0,3,2,30916,5414,36,0.264,0.3,1,1,0
39,82092,1.3,0,5,0,14162,8894,48,0.691,0.061,0,0,0
29,42653,0.0,0,6,4,23941,8933,48,0.262,0.302,0,0,0
48,32311,10.4,1,5,0,11487,13149,24,0.279,0.284,0,0,1
30,40036,5.9,1,2,4,21572,6530,24,0.363,0.192,1,0,1
49,32622,8.6,1,4,1,17271,4473,24,0.428,0.261,1,1,0
18,37347,0.0,0,4,1,28395,19410,24,0.96,0.305,6,1,0
26,12756,1.2,0,4,1,7079,4265,48,0.097,0.278,0,0,0
49,17823,8.9,0,6,1,16220,3116,24,0.243,0.285,2,0,1
36,22145,7.2,0,4,0,7730,11987,48,0.717,0.383,0,0,0
31,54685,8.0,1,6,0,44472,10535,36,0.465,0.273,2,1,0
42,40666,8.0,0,6,2,22296,3645,48,0.494,0.239,0,0,1
26,45965,6.1,1,8,3,29135,10771,12,0.894,0.334,2,1,1
39,79887,11.8,1,3,0,47062,9847,24,0.251,0.15,1,0,0
18,24055,0.0,0,6,0,8854,3353,60,0.195,0.297,0,0,0
33,79029,7.8,1,8,1,54579,2922,24,0.296,0.158,0,0,0
31,52298,1.8,0,6,0,14683,2445,24,0.17,0.019,5,1,0
44,28763,8.6,1,5,0,13646,9385,12,0.416,0.305,2,0,0
48,95369,8.4,1,8,1,63980,5664,36,0.128,0.175,2,0,1
29,19521,0.0,1,4,0,11363,5336,36,0.385,0.275,0,0,0
56,22976,6.2,0,6,2,1917,12397,36,0.328,0.381,4,1,1
31,37873,5.3,0,4,1,18994,5784,12,0.547,0.304,1,0,0
18,52869,0.0,0,10,0,41149,15192,24,0.538,0.26,0,0,0
18,38217,3.0,1,5,2,19618,11375,48,0.615,0.357,0,0,0
55,13276,8.0,1,4,0,11959,12930,60,0.8,0.766,0,0,0
37,36055,13.2,1,9,0,1500,9101,12,0.186,0.288,0,0,0
31,40508,2.5,1,7,1,26721,3425,60,0.412,0.162,0,0,0
30,169153,11.1,1,3,1,80000,7393,48,0.689,0.075,2,1,0
26,89485,0.0,0,2,1,36915,5190,24,0.282,0.162,1,0,0
53,45335,11.1,1,2,0,6690,22342,24,0.585,0.345,2,0,1
37,23431,9.3,1,4,1,16591,5865,36,0.769,0.322,4,1,1
58,51059,5.1,0,2,2,29327,12589,36,0.646,0.168,0,0,0
36,22491,1.0,0,1,3,18358,5994,60,0.641,0.2,3,1,0
18,47334,1.8,0,8,3,34357,5571,48,0.416,0.18,1,0,0
47,51738,11.9,1,3,1,18141,6709,24,0.429,0.306,0,0,0
34,34095,9.4,0,4,1,25847,5805,60,0.517,0.214,2,0,0
35,48546,6.7,1,7,0,4423,8732,12,0.507,0.276,2,1,1
55,35428,13.5,1,3,0,26153,5610,36,0.726,0.388,0,0,0
35,31082,0.0,0,5,3,13626,14997,48,0.278,0.402,0,0,0
51,97557,6.8,1,7,1,57054,4177,48,0.361,0.126,1,0,0
38,58116,10.7,1,4,1,13572,4153,12,0.196,0.163,4,1,0
30,35869,1.0,0,4,3,36964,25344,36,0.226,0.621,0,0,1
44,27938,5.7,0,5,0,3704,3306,60,0.56,0.334,1,0,0
31,46662,0.0,0,3,1,28344,7244,48,0.114,0.22,0,1,0
52,57652,7.9,1,6,3,19955,7101,24,0.559,0.111,1,0,1
49,67290,1.8,0,4,2,18680,6059,36,0.558,0.256,0,0,0
39,94334,6.8,1,5,2,56995,767,36,0.385,0.2,2,1,0
45,54437,12.5,1,2,1,18401,2791,48,0.299,0.191,2,0,0
44,23073,8.0,1,7,1,19997,8705,60,0.527,0.414,0,0,0
35,127556,5.1,1,6,0,39425,22647,36,0.74,0.266,1,0,0
48,79561,6.1,1,7,3,47841,2344,60,0.324,0.108,0,0,0
35,66529,6.7,1,4,3,52806,5521,60,0.498,0.037,1,1,0
45,87536,2.6,0,1,1,67710,6829,60,0.788,0.312,1,0,0
28,18875,0.8,0,10,1,16963,5238,36,0.304,0.248,0,0,0
39,34592,13.8,1,3,3,18662,8227,36,0.107,0.441,0,0,0
43,32085,1.3,1,4,3,7995,16433,36,0.308,0.369,0,0,1
29,80791,0.9,1,2,0,27742,8411,24,0.269,0.302,0,0,0
33,22316,0.0,0,3,2,8880,2921,48,0.58,0.129,1,1,0
32,35554,8.5,1,3,0,8987,5457,48,0.556,0.237,0,0,0
46,96528,6.3,1,3,0,37755,4826,12,0.639,0.087,3,1,0
30,60180,0.0,0,4,3,44736,24457,12,0.527,0.253,0,0,0
43,34360,1.6,0,7,0,12059,9786,36,0.749,0.382,0,0,1
55,117462,13.6,1,4,1,64603,9359,24,0.193,0.222,0,0,0
42,20581,8.8,1,7,2,10681,6788,24,0.292,0.255,1,0,0
20,54129,3.8,0,1,0,14487,18801,36,0.361,0.209,0,0,1
39,37412,5.3,1,4,1,21925,14799,36,0.515,0.433,2,1,0
50,55840,11.5,1,4,0,38909,14771,48,0.693,0.329,1,0,0
35,36442,9.4,1,3,1,25556,7650,36,0.645,0.194,0,0,0
50,26888,10.8,1,2,1,17427,5278,12,0.329,0.219,1,0,0
45,47506,0.7,0,2,1,25293,3668,36,0.32,0.172,0,0,0
43,20713,0.0,0,1,5,5845,11580,12,0.423,0.253,0,1,0
35,56431,0.0,0,2,2,22708,11216,36,0.551,0.131,3,1,0
32,35578,4.8,1,3,2,3028,7952,48,0.315,0.354,0,0,1
35,69773,0.0,0,3,0,35077,4624,36,0.244,0.197,2,0,0
39,33185,1.2,0,5,1,9234,5194,36,0.109,0.164,0,0,0
44,29377,6.7,1,5,2,9096,6389,36,0.109,0.235,4,1,1
43,52521,2.9,1,5,0,17547,15485,36,0.39,0.294,0,1,0
35,82604,0.0,0,3,0,39915,4071,48,0.181,0.207,0,0,0
39,13753,9.0,0,4,2,5242,6109,12,0.404,0.284,0,0,0
42,45112,8.1,1,3,0,20000,7207,24,0.361,0.26,0,0,0
20,59376,3.7,1,6,1,27634,10590,24,0.166,0.401,0,0,0
30,19564,6.6,0,8,2,6131,8077,24,0.596,0.289,0,0,0
29,26227,8.5,1,3,0,5933,10113,60,0.317,0.264,0,0,0
36,59911,4.4,0,7,1,13052,4752,60,0.193,0.219,3,0,0
35,27000,3.7,0,5,1,25431,1528,36,0.576,0.169,1,0,0
35,29906,0.0,0,2,0,26686,5584,60,0.583,0.308,2,0,0
29,107246,1.8,0,8,0,79199,6727,36,0.645,0.102,1,0,0
46,25349,4.7,0,2,0,20039,8841,36,0.516,0.352,3,1,0
41,26462,9.9,1,2,1,10788,3209,60,0.133,0.075,5,1,1
20,12053,3.2,1,8,0,2375,3860,48,0.3,0.316,0,0,1
38,23337,10.8,1,7,2,15831,14586,24,0.346,0.606,2,0,0
26,21678,6.2,0,3,1,6336,6297,48,0.213,0.193,2,0,0
57,107055,14.3,1,7,1,73638,11388,48,0.934,0.128,1,0,0
33,81711,5.9,1,4,0,55427,5130,24,0.36,0.057,0,0,0
34,21281,4.5,0,1,0,14951,1886,24,0.281,0.086,0,0,0
39,122635,3.9,1,3,0,80000,13664,12,0.672,0.203,1,0,0
36,64136,4.5,1,1,2,34520,14699,24,0.232,0.319,2,1,0
38,38302,1.3,0,6,1,16312,4337,24,0.391,0.33,2,1,0
55,65469,10.8,0,4,1,37758,6982,36,0.113,0.174,2,1,0
41,51923,5.4,1,5,2,13016,3803,60,0.59,0.179,1,0,0
47,27893,0.0,0,10,0,17978,3050,60,0.373,0.223,0,0,0
51,16271,0.0,0,1,0,1811,6527,60,0.129,0.329,0,0,1
27,25787,0.0,0,3,0,27752,9712,60,0.153,0.444,1,0,0
57,42097,7.9,1,6,3,20100,4657,60,0.312,0.216,1,0,0
46,34796,5.8,0,3,0,25599,4104,36,0.599,0.0,0,0,0
49,28267,12.7,1,6,0,6738,12286,36,0.306,0.527,0,0,0
29,71605,0.3,0,10,1,16036,19376,48,0.311,0.338,1,0,1
47,23699,2.4,0,4,0,15010,7355,24,0.402,0.474,0,0,0
43,68425,7.7,1,3,2,17022,3474,12,0.228,0.101,3,1,0
32,32495,7.4,1,4,3,4987,4708,48,0.386,0.075,3,0,1
63,44774,17.6,1,4,1,24949,7946,36,0.403,0.263,0,0,0
44,22984,2.7,0,2,2,12677,1984,24,0.088,0.274,0,0,1
36,42004,3.4,0,7,0,28071,8841,48,0.093,0.301,0,0,1
40,27604,3.9,0,2,0,9160,9388,60,0.385,0.307,3,1,0
48,16376,13.3,1,2,1,7125,8118,36,0.367,0.527,2,1,1
51,41744,10.8,1,5,0,5691,4405,48,0.215,0.18,1,0,0
45,41026,6.7,1,1,0,15596,1996,36,0.254,0.099,1,0,0
52,66122,11.2,1,6,2,25384,5942,36,0.293,0.078,1,0,0
54,49203,7.7,1,8,3,29589,2507,24,0.484,0.089,4,1,0
25,24340,0.9,0,6,5,16543,3578,48,0.369,0.205,0,0,0
33,30244,3.6,0,6,1,20274,14477,60,0.786,0.388,2,1,1
28,12000,0.5,0,4,1,13676,8315,48,0.841,0.45,1,1,0
39,22974,4.3,0,7,1,7383,7127,24,0.278,0.46,1,0,0
54,85216,10.4,1,2,2,30702,1966,48,0.52,0.028,0,0,0
45,95881,7.8,1,7,1,74181,9765,48,0.374,0.151,0,0,0
27,63759,7.8,1,4,1,17503,5786,12,0.431,0.072,4,1,0
35,49677,7.5,1,4,1,31755,11471,48,0.551,0.373,2,0,0
50,57977,7.6,1,5,0,24208,13710,12,0.252,0.317,0,0,0
32,54888,0.0,0,4,3,34567,16823,24,0.486,0.349,0,0,0
37,16459,0.0,0,3,1,7019,3019,36,0.347,0.085,2,0,1
42,26258,3.9,0,1,1,5152,9293,36,0.482,0.439,0,0,1
18,80165,0.0,0,5,1,19828,2636,60,0.108,0.287,2,0,0
47,79954,2.1,1,1,0,18622,20603,12,0.679,0.263,0,0,0
42,48015,4.5,1,2,0,29221,580,60,0.209,0.139,1,0,0
44,35618,7.0,0,4,0,34454,4608,24,0.362,0.173,0,0,0
27,34202,0.0,0,4,1,19800,12516,36,0.268,0.25,1,0,0
30,31379,2.3,0,3,3,13838,22389,36,0.81,0.555,1,1,1
32,25491,3.0,0,4,2,6387,6186,24,0.136,0.235,0,0,0
41,14813,3.0,0,3,1,3901,7994,12,0.56,0.335,6,1,1
39,45686,1.9,0,3,3,19859,5412,24,0.397,0.283,0,0,0
