device,visitor_type,time_of_day,day_type,session_duration_min,page_views,items_to_cart,days_since_last_visit,main_product_category,delivery_speed,return_policy,product_rating_mean,purchase
mobile,new,afternoon,weekday,2.31,4,0,324,books,next_day,extended,4.72,0
mobile,new,evening,weekday,1.76,6,0,84,fashion,standard,basic,3.96,0
mobile,new,afternoon,weekday,4.7,6,0,287,fashion,standard,basic,4.09,0
desktop,new,evening,weekday,5.2,5,1,114,electronics,next_day,extended,4.29,1
desktop,new,morning,weekday,3.74,6,1,77,fashion,standard,basic,4.06,1
desktop,new,afternoon,weekday,2.6,3,1,109,home,express,basic,3.84,0
mobile,returning,morning,weekday,8.31,8,1,13,fashion,standard,basic,3.49,0
desktop,new,afternoon,weekday,2.72,6,0,144,home,standard,basic,4.53,0
desktop,new,afternoon,weekday,3.23,7,0,278,electronics,standard,basic,4.31,0
mobile,new,evening,weekend,3.69,8,1,193,fashion,standard,basic,3.76,0
desktop,new,evening,weekday,4.38,5,0,176,sports,next_day,basic,4.33,0
mobile,returning,evening,weekend,6.71,7,0,7,electronics,standard,basic,4.58,1
mobile,new,morning,weekday,5.45,5,0,363,home,standard,basic,4.31,0
mobile,new,night,weekend,5.3,5,0,248,sports,express,basic,4.23,0
mobile,new,morning,weekday,8.6,4,0,315,home,next_day,extended,3.38,0
mobile,new,evening,weekday,0.4,7,0,79,books,standard,basic,4.49,0
mobile,new,evening,weekday,4.38,2,1,332,books,express,basic,4.2,0
mobile,returning,evening,weekend,4.61,5,0,17,electronics,standard,extended,4.13,1
tablet,new,afternoon,weekday,7.72,6,0,94,home,express,basic,4.03,0
mobile,returning,evening,weekday,5.87,11,0,7,fashion,express,basic,4.0,0
mobile,new,evening,weekend,0.4,6,0,192,fashion,next_day,basic,3.93,0
mobile,returning,morning,weekday,5.71,6,0,18,home,express,basic,4.74,0
desktop,new,evening,weekday,5.16,6,2,39,home,next_day,basic,4.21,1
desktop,new,morning,weekend,5.79,6,1,103,sports,standard,basic,4.37,1
tablet,returning,afternoon,weekday,3.28,9,0,3,home,express,basic,3.88,0
mobile,returning,evening,weekend,5.89,6,0,21,sports,express,basic,3.83,0
mobile,new,evening,weekend,3.33,4,0,339,home,standard,basic,4.29,0
mobile,returning,afternoon,weekend,3.89,7,0,34,electronics,next_day,extended,3.95,0
mobile,returning,morning,weekend,6.02,8,0,21,electronics,express,basic,4.04,0
desktop,new,afternoon,weekday,4.52,7,0,278,beauty,express,basic,4.48,0
desktop,returning,afternoon,weekday,7.71,8,0,10,home,standard,basic,3.46,1
mobile,new,afternoon,weekday,4.06,8,0,146,electronics,express,extended,4.54,0
tablet,new,afternoon,weekend,4.77,3,0,199,beauty,standard,basic,3.92,0
mobile,new,evening,weekday,1.66,3,0,32,fashion,next_day,extended,3.6,0
mobile,returning,afternoon,weekend,7.73,6,1,12,home,standard,basic,4.18,0
mobile,new,morning,weekday,2.17,7,1,293,fashion,express,extended,4.12,0
mobile,new,afternoon,weekday,5.7,8,0,90,fashion,standard,basic,4.2,0
desktop,new,morning,weekday,5.25,7,0,63,electronics,express,extended,4.66,0
mobile,new,morning,weekday,4.09,6,0,172,fashion,standard,basic,3.87,0
mobile,returning,afternoon,weekday,6.4,8,0,31,beauty,express,basic,4.34,0
desktop,returning,afternoon,weekday,1.01,13,0,6,books,express,extended,4.45,1
mobile,new,afternoon,weekday,2.6,5,1,312,fashion,standard,extended,4.35,0
mobile,returning,evening,weekday,6.77,5,1,22,beauty,express,extended,4.16,0
desktop,returning,night,weekend,9.54,8,1,4,home,express,basic,3.95,1
mobile,new,evening,weekday,3.85,1,1,227,home,standard,basic,4.11,0
mobile,new,afternoon,weekday,0.4,7,0,157,fashion,standard,basic,4.19,0
mobile,new,morning,weekday,3.33,2,0,362,electronics,standard,basic,4.03,0
mobile,new,morning,weekday,3.37,7,1,252,books,standard,basic,4.79,0
mobile,new,evening,weekday,6.23,6,0,138,books,standard,basic,4.46,0
desktop,returning,evening,weekday,6.0,12,0,12,beauty,standard,basic,4.11,1
tablet,returning,morning,weekday,2.12,6,0,17,home,standard,extended,3.7,0
mobile,new,morning,weekday,6.02,4,0,185,electronics,next_day,basic,4.16,0
tablet,returning,afternoon,weekday,6.49,6,0,6,electronics,standard,basic,4.59,1
desktop,returning,afternoon,weekend,4.53,7,0,10,electronics,express,basic,4.41,0
desktop,new,night,weekday,5.71,6,1,264,sports,express,basic,4.52,0
desktop,new,morning,weekday,3.35,7,0,170,fashion,express,basic,4.14,0
desktop,returning,morning,weekday,5.17,12,0,14,fashion,standard,extended,3.83,1
desktop,returning,afternoon,weekend,4.89,14,1,21,electronics,standard,basic,4.04,1
mobile,new,morning,weekday,3.35,6,1,222,electronics,express,basic,3.87,0
mobile,returning,morning,weekend,7.0,7,2,16,fashion,express,basic,3.94,1
mobile,new,afternoon,weekend,0.4,6,0,70,beauty,express,basic,3.88,0
mobile,returning,afternoon,weekend,7.12,9,1,30,home,standard,extended,3.97,1
desktop,returning,morning,weekend,5.87,5,1,37,beauty,standard,basic,4.29,0
mobile,new,evening,weekday,3.08,5,0,136,beauty,standard,extended,3.89,0
mobile,new,afternoon,weekend,3.54,6,1,171,sports,express,basic,4.06,0
mobile,new,morning,weekend,1.89,2,1,190,fashion,express,basic,4.29,0
mobile,returning,night,weekday,1.67,8,1,37,fashion,standard,basic,3.49,0
desktop,returning,afternoon,weekday,3.65,7,0,22,sports,standard,basic,3.77,0
desktop,returning,night,weekend,1.52,8,0,11,home,standard,basic,3.32,0
mobile,new,night,weekday,0.66,3,0,226,beauty,standard,basic,4.23,0
mobile,new,afternoon,weekend,0.4,5,0,189,fashion,standard,extended,3.52,0
mobile,new,morning,weekday,6.57,3,0,242,electronics,standard,basic,4.01,0
mobile,new,evening,weekend,1.7,6,0,175,electronics,standard,basic,4.43,0
desktop,new,afternoon,weekday,4.11,5,1,364,sports,express,basic,3.34,0
desktop,returning,morning,weekend,7.85,4,1,10,home,express,basic,3.91,1
mobile,new,evening,weekday,6.19,8,1,236,electronics,standard,basic,3.77,0
mobile,returning,afternoon,weekend,4.68,7,0,1,electronics,standard,basic,4.25,0
tablet,returning,night,weekday,4.49,5,0,10,fashion,express,basic,3.86,0
desktop,returning,evening,weekday,6.58,6,0,4,fashion,standard,extended,3.99,1
mobile,new,night,weekday,7.94,7,0,62,beauty,standard,basic,4.38,0
mobile,returning,evening,weekday,6.37,11,1,25,fashion,standard,basic,3.97,1
mobile,returning,evening,weekend,6.6,11,3,12,books,next_day,extended,4.52,1
tablet,new,afternoon,weekday,8.26,7,1,165,home,standard,basic,4.14,0
mobile,returning,night,weekday,5.38,7,0,19,books,next_day,extended,4.51,0
mobile,returning,night,weekend,7.21,7,1,8,sports,standard,basic,3.84,1
tablet,new,evening,weekday,4.9,5,1,321,books,standard,basic,4.24,0
desktop,new,evening,weekday,5.57,6,0,291,books,standard,basic,4.04,0
mobile,new,evening,weekday,2.18,8,3,356,fashion,express,basic,4.18,0
mobile,new,afternoon,weekday,1.43,11,1,231,fashion,standard,basic,4.08,0
mobile,returning,night,weekend,4.22,9,1,10,electronics,standard,basic,4.09,0
desktop,new,morning,weekday,6.05,11,0,127,home,next_day,basic,4.43,1
mobile,new,morning,weekday,5.25,5,1,342,home,standard,basic,4.84,0
tablet,new,afternoon,weekday,6.8,6,1,44,electronics,standard,basic,3.99,0
tablet,new,evening,weekend,3.88,7,0,255,sports,express,basic,3.83,0
mobile,new,evening,weekday,5.03,5,0,52,sports,standard,extended,3.66,0
desktop,new,morning,weekend,5.34,3,0,278,home,standard,extended,3.85,0
mobile,new,morning,weekday,3.27,2,1,225,beauty,express,extended,3.76,0
mobile,new,morning,weekday,3.32,4,0,188,electronics,standard,basic,4.06,0
desktop,returning,afternoon,weekend,2.38,7,0,23,beauty,standard,basic,4.47,0
mobile,returning,morning,weekday,4.98,7,0,27,electronics,standard,extended,4.44,0
mobile,new,evening,weekday,3.68,3,0,222,home,standard,extended,4.25,0
mobile,new,afternoon,weekday,6.18,8,0,298,fashion,standard,basic,4.01,0
mobile,new,afternoon,weekend,6.39,4,0,184,fashion,standard,extended,3.89,0
mobile,new,afternoon,weekday,3.81,5,0,37,beauty,standard,basic,3.83,0
desktop,new,afternoon,weekday,8.53,4,0,363,home,standard,extended,4.0,0
desktop,returning,night,weekday,6.2,8,0,3,fashion,standard,extended,4.29,0
desktop,returning,morning,weekend,7.67,7,4,15,books,standard,extended,4.49,1
desktop,new,afternoon,weekday,4.49,3,0,54,electronics,standard,basic,4.34,0
mobile,returning,evening,weekday,2.81,3,0,9,books,next_day,basic,4.72,0
desktop,new,morning,weekday,3.81,7,0,115,electronics,standard,basic,4.48,0
mobile,new,evening,weekday,7.3,6,0,340,fashion,standard,extended,4.42,0
mobile,new,night,weekday,2.95,3,0,273,books,express,basic,4.53,0
tablet,new,evening,weekend,2.92,6,1,168,sports,standard,basic,4.14,0
mobile,returning,night,weekday,4.79,8,0,11,home,next_day,basic,4.01,0
mobile,new,afternoon,weekday,2.68,6,0,161,sports,express,basic,3.78,0
mobile,returning,afternoon,weekday,7.61,5,1,2,fashion,standard,extended,3.9,1
mobile,new,morning,weekday,7.46,5,0,139,sports,standard,extended,3.7,0
mobile,returning,morning,weekday,5.31,6,1,24,electronics,standard,basic,3.96,0
mobile,returning,afternoon,weekday,5.93,11,0,3,sports,express,basic,3.71,0
desktop,new,afternoon,weekday,6.24,6,1,256,books,standard,basic,4.11,0
mobile,new,afternoon,weekend,3.73,5,1,92,sports,express,basic,3.55,1
mobile,returning,morning,weekday,2.96,8,2,13,sports,express,basic,3.82,1
mobile,new,evening,weekday,3.04,6,1,126,home,express,extended,4.13,0
desktop,new,morning,weekend,5.07,6,0,210,beauty,standard,extended,4.74,0
mobile,returning,afternoon,weekday,5.93,9,2,16,fashion,express,basic,4.14,1
mobile,new,morning,weekday,0.4,4,0,249,sports,express,extended,3.83,0
mobile,new,evening,weekday,2.98,5,0,216,home,standard,extended,4.05,0
desktop,new,afternoon,weekend,2.65,5,0,321,beauty,next_day,extended,4.25,0
desktop,new,evening,weekday,6.45,6,0,355,sports,standard,extended,3.92,0
desktop,new,morning,weekday,3.23,3,0,286,electronics,next_day,basic,3.72,0
desktop,new,afternoon,weekday,3.23,7,0,91,sports,standard,extended,4.12,0
mobile,new,night,weekday,2.46,2,0,288,sports,standard,extended,4.49,0
mobile,new,morning,weekday,5.46,6,0,199,fashion,express,basic,3.91,0
mobile,new,afternoon,weekday,6.03,6,1,210,electronics,standard,basic,4.24,0
mobile,returning,morning,weekend,5.84,5,0,10,home,standard,basic,4.66,1
mobile,new,morning,weekend,6.12,4,0,207,fashion,standard,basic,3.58,0
mobile,new,afternoon,weekday,6.09,1,0,315,books,express,extended,4.5,0
mobile,new,morning,weekday,0.4,6,0,247,electronics,standard,basic,4.19,0
desktop,returning,afternoon,weekday,7.04,8,1,13,fashion,express,extended,3.42,0
mobile,new,night,weekday,3.22,4,0,265,electronics,standard,extended,4.06,0
desktop,new,morning,weekday,1.56,6,2,196,sports,standard,basic,4.32,0
desktop,returning,morning,weekday,4.83,8,0,11,home,standard,basic,4.01,0
mobile,new,evening,weekend,5.43,3,0,131,sports,standard,extended,3.5,0
mobile,returning,afternoon,weekday,7.86,11,0,16,books,next_day,basic,4.61,1
desktop,returning,night,weekday,2.68,9,2,14,home,express,extended,3.76,1
desktop,returning,afternoon,weekend,7.1,11,2,9,fashion,next_day,extended,4.41,1
mobile,new,evening,weekday,8.53,10,1,61,electronics,express,basic,3.64,1
mobile,new,night,weekend,7.34,4,1,195,sports,express,basic,4.29,0
desktop,new,morning,weekend,0.4,10,0,269,fashion,next_day,extended,4.28,1
desktop,returning,evening,weekday,10.48,4,1,31,books,standard,extended,4.67,1
mobile,returning,evening,weekday,7.22,11,1,17,books,next_day,basic,4.54,1
mobile,returning,evening,weekday,0.4,7,1,45,home,standard,extended,4.16,0
desktop,new,morning,weekend,2.59,11,0,340,home,standard,basic,3.78,0
mobile,returning,afternoon,weekday,7.44,9,0,11,books,standard,basic,4.46,0
desktop,new,morning,weekend,4.96,5,0,338,sports,standard,basic,4.35,0
mobile,returning,night,weekday,3.59,6,0,15,home,standard,extended,3.99,0
mobile,new,morning,weekend,3.64,3,1,224,beauty,standard,extended,4.09,0
mobile,new,morning,weekday,4.65,6,0,313,beauty,standard,basic,4.35,0
mobile,new,night,weekend,2.58,4,0,333,fashion,express,basic,4.14,0
tablet,returning,afternoon,weekday,4.53,8,2,12,books,standard,basic,4.26,1
mobile,new,evening,weekday,5.78,6,0,195,home,standard,extended,4.42,0
tablet,new,afternoon,weekend,2.03,12,0,292,sports,express,extended,4.24,0
mobile,new,evening,weekday,1.55,5,1,335,electronics,express,basic,4.43,1
desktop,new,morning,weekday,2.86,5,0,33,sports,express,extended,3.86,1
tablet,returning,afternoon,weekend,3.23,7,0,5,fashion,standard,extended,4.35,0
mobile,new,afternoon,weekend,2.23,6,1,125,sports,standard,extended,4.47,0
mobile,new,afternoon,weekday,0.4,4,1,310,electronics,next_day,extended,3.37,0
desktop,returning,afternoon,weekday,5.99,3,0,20,books,standard,basic,4.36,1
mobile,new,morning,weekday,5.32,5,1,72,home,express,extended,4.03,0
tablet,new,evening,weekday,2.2,7,0,31,beauty,standard,basic,4.08,0
mobile,new,morning,weekday,2.43,4,0,350,fashion,standard,extended,3.72,0
mobile,new,afternoon,weekday,3.41,7,2,40,fashion,express,basic,4.31,1
mobile,new,afternoon,weekday,1.89,8,0,119,fashion,standard,extended,4.12,0
desktop,new,afternoon,weekday,6.77,7,1,205,electronics,standard,basic,4.39,0
tablet,new,evening,weekend,2.03,3,0,147,beauty,express,basic,3.72,0
mobile,returning,afternoon,weekday,3.7,3,1,8,beauty,standard,extended,4.57,0
desktop,returning,night,weekday,4.2,3,0,29,fashion,standard,basic,3.85,0
tablet,returning,evening,weekend,7.32,7,0,34,home,standard,basic,4.26,1
mobile,new,evening,weekend,3.71,10,0,127,fashion,standard,extended,3.19,1
mobile,new,evening,weekday,8.59,6,1,203,electronics,express,basic,4.38,0
desktop,returning,morning,weekend,6.24,7,3,15,sports,standard,basic,3.71,1
desktop,returning,night,weekday,7.93,4,1,25,beauty,standard,extended,4.22,0
mobile,new,evening,weekday,3.22,4,0,30,home,standard,basic,4.04,0
desktop,new,evening,weekday,2.62,4,0,311,books,next_day,basic,4.62,0
mobile,new,morning,weekday,3.43,7,2,363,sports,standard,extended,4.34,0
tablet,new,morning,weekday,2.07,6,2,201,beauty,next_day,extended,4.32,1
desktop,new,evening,weekday,0.4,7,0,308,beauty,standard,basic,4.26,0
desktop,new,afternoon,weekend,6.33,7,3,147,sports,standard,basic,4.33,1
mobile,returning,evening,weekday,5.27,5,0,7,sports,express,basic,4.16,0
mobile,new,afternoon,weekday,2.53,5,0,220,electronics,standard,basic,4.36,0
mobile,new,afternoon,weekday,4.29,6,0,298,home,express,basic,4.18,0
mobile,new,morning,weekday,3.6,5,0,255,sports,next_day,extended,3.42,0
desktop,returning,morning,weekend,8.46,14,1,33,sports,express,basic,4.06,1
mobile,returning,morning,weekday,6.21,6,1,26,electronics,standard,basic,4.17,1
mobile,new,evening,weekend,3.57,5,0,314,beauty,express,extended,4.1,0
mobile,new,evening,weekend,5.36,9,0,343,beauty,standard,basic,4.03,0
mobile,returning,night,weekday,5.02,8,0,15,fashion,express,extended,3.5,1
mobile,returning,evening,weekday,5.59,9,2,9,home,standard,extended,3.89,1
desktop,new,evening,weekday,7.17,6,1,60,beauty,standard,basic,4.48,0
desktop,returning,afternoon,weekend,3.35,7,1,19,fashion,standard,basic,4.6,1
mobile,new,evening,weekday,2.39,10,0,262,fashion,standard,basic,4.59,0
desktop,new,night,weekday,3.32,5,1,318,sports,express,basic,4.27,0
desktop,new,evening,weekday,4.03,3,0,288,sports,standard,basic,4.02,0
mobile,new,morning,weekday,5.93,8,0,244,sports,standard,basic,3.97,0
desktop,new,evening,weekday,1.63,5,0,210,books,express,basic,4.22,0
mobile,new,morning,weekday,3.44,4,1,354,books,standard,extended,4.21,1
mobile,returning,morning,weekday,3.64,8,2,22,beauty,next_day,basic,4.42,1
mobile,new,evening,weekday,7.97,9,0,296,electronics,standard,basic,3.56,0
mobile,returning,evening,weekend,7.06,5,1,35,sports,standard,basic,3.88,1
desktop,new,morning,weekend,4.7,7,0,202,home,standard,basic,4.34,0
tablet,new,morning,weekday,5.83,2,0,164,fashion,standard,extended,3.5,0
desktop,returning,night,weekend,2.73,5,1,4,books,standard,extended,4.56,0
desktop,returning,morning,weekend,10.06,8,0,14,fashion,express,basic,3.3,0
mobile,returning,morning,weekday,3.03,13,1,45,books,standard,basic,4.49,0
tablet,returning,evening,weekend,7.84,8,0,34,home,next_day,basic,3.7,0
mobile,new,evening,weekend,5.56,5,1,72,electronics,standard,extended,3.74,1
mobile,new,afternoon,weekday,4.06,3,0,89,sports,express,basic,3.83,0
desktop,new,afternoon,weekday,6.75,6,0,166,sports,standard,extended,3.97,1
mobile,new,afternoon,weekday,5.59,4,0,31,home,standard,basic,3.86,0
mobile,new,morning,weekday,3.73,6,0,124,home,standard,basic,4.12,0
mobile,new,evening,weekend,3.31,5,0,263,fashion,standard,basic,4.46,0
desktop,returning,evening,weekday,6.46,10,1,33,fashion,standard,basic,3.97,1
mobile,returning,afternoon,weekday,5.08,5,1,2,electronics,standard,basic,3.96,1
mobile,returning,afternoon,weekend,6.04,7,0,25,electronics,standard,basic,4.71,1
mobile,returning,afternoon,weekday,7.24,12,0,12,fashion,next_day,basic,3.75,1
mobile,new,morning,weekday,4.48,3,0,344,beauty,standard,extended,4.29,0
desktop,new,afternoon,weekend,5.09,5,0,130,electronics,standard,basic,4.46,0
mobile,returning,morning,weekday,3.43,8,0,15,home,standard,extended,4.35,0
desktop,returning,evening,weekday,6.88,7,1,7,fashion,standard,basic,3.57,1
desktop,new,afternoon,weekday,0.94,6,0,187,fashion,standard,basic,3.57,0
mobile,new,evening,weekend,2.23,9,0,146,books,express,basic,4.73,0
desktop,new,evening,weekday,5.87,8,1,163,books,express,extended,4.6,1
desktop,new,evening,weekday,6.46,5,1,225,sports,express,extended,4.38,0
mobile,new,night,weekday,3.96,8,1,207,electronics,standard,extended,4.14,1
mobile,new,afternoon,weekend,3.92,3,0,34,sports,standard,basic,3.77,0
mobile,new,morning,weekday,4.78,3,0,70,electronics,express,basic,4.02,0
tablet,returning,evening,weekday,6.63,7,0,7,home,standard,extended,4.16,1
desktop,new,morning,weekend,3.78,4,2,195,books,standard,extended,4.28,0
tablet,returning,morning,weekend,3.04,9,1,25,fashion,standard,basic,4.46,1
tablet,returning,morning,weekday,5.61,8,0,16,books,express,extended,4.74,0
mobile,new,night,weekday,7.61,4,0,277,home,standard,basic,4.25,0
desktop,returning,morning,weekday,3.86,15,1,34,fashion,next_day,basic,4.09,1
mobile,new,afternoon,weekday,3.73,9,0,311,electronics,standard,basic,4.23,0
desktop,new,afternoon,weekday,3.39,9,0,248,sports,next_day,basic,4.13,0
mobile,new,evening,weekend,8.97,4,1,282,beauty,standard,basic,4.55,0
mobile,returning,afternoon,weekday,3.28,8,0,20,electronics,express,extended,4.43,0
desktop,returning,night,weekend,5.66,6,0,10,electronics,standard,extended,4.28,1
desktop,new,evening,weekday,3.83,4,0,154,books,express,basic,4.47,1
desktop,new,afternoon,weekend,1.87,6,0,335,fashion,standard,basic,3.37,0
mobile,new,afternoon,weekday,0.75,7,0,334,books,express,basic,4.56,0
mobile,returning,evening,weekday,6.39,3,0,29,home,express,basic,3.73,0
tablet,new,evening,weekday,5.69,5,0,38,fashion,standard,extended,3.75,1
mobile,new,afternoon,weekday,2.63,5,0,113,fashion,standard,basic,4.55,0
mobile,returning,afternoon,weekday,7.76,5,0,19,sports,standard,basic,3.14,0
mobile,new,morning,weekday,0.4,3,2,36,beauty,next_day,extended,4.28,0
mobile,new,morning,weekend,1.36,6,1,344,electronics,next_day,basic,3.8,0
mobile,new,morning,weekday,2.07,6,0,186,fashion,standard,basic,4.11,0
mobile,new,morning,weekday,3.48,9,0,79,sports,standard,extended,3.83,0
desktop,new,morning,weekday,3.25,3,1,234,home,standard,basic,4.01,0
tablet,new,night,weekend,3.08,10,0,163,beauty,standard,basic,4.57,0
tablet,new,evening,weekday,5.22,3,1,88,fashion,standard,basic,3.51,0
desktop,returning,evening,weekday,8.96,6,0,6,beauty,express,basic,4.65,0
mobile,new,evening,weekday,5.59,8,1,231,sports,standard,extended,4.23,0
desktop,returning,evening,weekday,6.52,10,0,2,electronics,next_day,extended,4.59,1
desktop,new,morning,weekday,4.03,7,0,105,books,next_day,basic,4.33,0
desktop,returning,evening,weekday,8.21,9,1,20,sports,standard,basic,4.32,1
desktop,new,afternoon,weekday,8.46,9,0,296,fashion,standard,basic,3.77,0
desktop,returning,afternoon,weekend,6.84,9,0,28,books,standard,extended,4.52,1
desktop,new,night,weekday,3.17,6,0,349,home,standard,extended,4.17,0
desktop,new,night,weekday,4.74,9,1,345,home,express,basic,4.12,1
mobile,new,morning,weekday,5.22,6,0,196,electronics,standard,basic,4.33,0
mobile,new,evening,weekend,2.73,2,0,161,books,standard,extended,4.29,0
desktop,returning,morning,weekday,7.32,6,0,15,beauty,next_day,extended,4.56,0
mobile,returning,morning,weekday,5.35,5,2,26,sports,standard,basic,3.64,1
desktop,returning,morning,weekend,8.25,9,1,4,fashion,standard,basic,3.96,1
desktop,new,morning,weekday,2.45,6,0,353,fashion,next_day,basic,4.33,0
mobile,returning,evening,weekday,1.54,9,0,13,books,standard,basic,3.94,0
desktop,returning,afternoon,weekday,4.68,7,1,2,beauty,standard,basic,4.4,1
desktop,new,morning,weekday,4.75,9,0,333,electronics,standard,basic,4.05,0
desktop,new,night,weekday,0.42,8,1,348,sports,standard,extended,4.09,0
mobile,returning,afternoon,weekday,3.82,4,2,14,fashion,standard,extended,3.97,0
desktop,new,afternoon,weekday,6.9,9,3,348,books,express,basic,4.81,1
mobile,new,afternoon,weekday,4.62,5,0,356,books,standard,basic,4.22,0
desktop,returning,afternoon,weekend,6.29,13,2,27,electronics,standard,basic,4.29,1
mobile,new,afternoon,weekday,1.28,7,0,353,home,standard,basic,3.78,0
desktop,new,evening,weekend,7.23,7,0,52,books,standard,extended,4.28,1
desktop,new,night,weekday,3.32,9,2,40,books,next_day,basic,4.27,0
desktop,returning,afternoon,weekend,5.7,7,1,20,beauty,express,extended,4.06,1
mobile,returning,afternoon,weekend,5.66,5,1,23,home,express,extended,3.85,1
desktop,returning,morning,weekday,5.86,10,0,7,home,standard,extended,4.06,0
desktop,returning,night,weekday,8.93,9,0,19,fashion,standard,basic,4.48,0
mobile,new,afternoon,weekday,4.71,4,0,135,home,express,basic,4.32,0
tablet,new,afternoon,weekday,4.51,4,1,343,fashion,next_day,extended,4.09,0
desktop,new,night,weekday,4.32,10,1,228,fashion,express,extended,3.2,0
tablet,new,evening,weekend,5.11,3,1,258,fashion,standard,extended,4.19,0
tablet,returning,morning,weekday,4.36,4,0,11,sports,standard,basic,4.25,0
tablet,returning,afternoon,weekday,5.5,9,1,6,fashion,standard,basic,3.94,1
desktop,new,afternoon,weekday,3.78,3,1,73,fashion,standard,basic,3.82,0
desktop,returning,night,weekday,4.95,6,0,19,electronics,standard,basic,4.53,1
mobile,returning,afternoon,weekday,3.38,5,1,3,electronics,standard,basic,4.3,0
mobile,new,morning,weekday,2.93,5,0,259,books,standard,extended,4.81,0
desktop,new,evening,weekend,3.89,8,1,359,beauty,standard,extended,4.41,0
mobile,new,afternoon,weekday,7.64,7,1,335,fashion,standard,basic,4.14,0
desktop,new,morning,weekday,6.28,8,1,53,books,standard,basic,4.51,0
mobile,new,night,weekday,3.72,12,3,104,electronics,standard,basic,4.32,1
mobile,new,morning,weekday,2.61,11,1,70,beauty,standard,basic,4.19,0
mobile,new,night,weekday,4.79,4,0,137,sports,next_day,extended,3.74,0
mobile,new,evening,weekday,7.98,11,0,227,sports,standard,extended,3.46,0
mobile,returning,morning,weekday,6.77,11,1,17,fashion,express,basic,3.91,1
mobile,returning,evening,weekend,1.59,4,0,12,home,standard,extended,4.73,0
desktop,new,evening,weekday,6.41,10,1,246,home,express,basic,3.77,0
mobile,new,evening,weekday,6.08,3,0,242,home,standard,extended,4.12,0
mobile,new,evening,weekend,8.82,5,1,153,fashion,express,extended,4.07,1
mobile,new,morning,weekend,2.98,7,0,271,sports,next_day,basic,3.57,0
mobile,new,morning,weekday,3.79,2,0,228,home,standard,extended,3.79,0
mobile,new,evening,weekend,4.85,4,0,169,sports,express,basic,3.49,0
desktop,new,morning,weekend,2.6,8,1,52,books,next_day,basic,4.55,1
desktop,returning,afternoon,weekday,3.71,12,2,11,sports,express,basic,4.22,1
mobile,new,afternoon,weekday,4.34,4,0,239,sports,standard,basic,4.03,0
desktop,returning,morning,weekday,2.56,8,1,15,fashion,standard,basic,3.82,0
mobile,new,evening,weekday,1.63,6,0,93,electronics,next_day,basic,4.62,0
mobile,new,evening,weekend,5.61,7,1,131,home,express,basic,4.09,0
desktop,returning,evening,weekday,7.45,14,2,10,electronics,next_day,extended,4.02,1
mobile,new,morning,weekday,6.12,5,2,301,home,standard,basic,3.98,0
desktop,returning,afternoon,weekday,6.47,5,1,20,sports,express,basic,3.86,1
mobile,returning,evening,weekday,5.22,3,2,14,home,express,basic,4.22,1
mobile,new,afternoon,weekend,6.71,4,0,110,electronics,express,basic,3.92,1
mobile,new,evening,weekday,3.01,6,2,125,books,express,extended,4.62,0
mobile,new,evening,weekday,3.2,6,1,363,home,standard,basic,3.5,0
tablet,new,afternoon,weekday,3.36,6,1,238,beauty,express,basic,4.47,0
mobile,new,afternoon,weekend,4.45,5,0,350,home,express,basic,4.0,0
desktop,new,evening,weekday,4.96,9,0,113,electronics,standard,basic,4.07,0
desktop,returning,morning,weekday,2.38,8,1,19,sports,standard,basic,3.71,1
mobile,returning,night,weekday,4.74,1,1,10,electronics,next_day,basic,4.44,1
mobile,new,evening,weekday,3.83,4,0,304,home,standard,basic,4.13,0
mobile,new,morning,weekday,4.24,4,1,311,electronics,standard,extended,4.47,0
mobile,returning,evening,weekday,4.56,7,2,18,fashion,express,basic,3.8,0
desktop,returning,afternoon,weekday,6.86,11,1,7,fashion,next_day,basic,4.39,1
mobile,new,morning,weekend,0.62,4,0,45,electronics,express,basic,4.25,0
tablet,new,night,weekday,4.37,3,0,176,books,standard,basic,4.57,0
desktop,returning,evening,weekday,9.67,8,1,7,sports,standard,extended,4.35,1
mobile,returning,evening,weekend,4.43,9,1,16,electronics,standard,basic,3.96,1
desktop,returning,evening,weekday,6.52,12,1,40,electronics,standard,basic,4.7,1
mobile,new,evening,weekend,3.38,3,0,268,sports,express,basic,3.93,0
tablet,new,afternoon,weekday,3.52,7,0,139,electronics,standard,basic,3.87,0
mobile,new,morning,weekend,1.34,6,0,149,beauty,standard,basic,4.69,0
tablet,new,morning,weekday,8.18,11,0,149,electronics,express,basic,4.07,0
desktop,returning,afternoon,weekend,6.31,10,0,23,home,standard,basic,4.16,0
desktop,new,afternoon,weekend,2.79,13,1,273,books,standard,extended,4.46,1
mobile,returning,evening,weekday,4.05,8,0,43,electronics,standard,basic,4.0,0
desktop,returning,afternoon,weekday,5.63,11,0,23,books,standard,basic,4.45,0
mobile,returning,evening,weekday,0.65,4,0,26,sports,standard,basic,4.1,0
desktop,returning,evening,weekday,8.11,6,2,28,books,next_day,extended,4.74,1
mobile,returning,night,weekend,3.72,6,2,6,sports,express,basic,3.7,1
mobile,new,afternoon,weekday,4.32,4,2,200,sports,express,basic,3.62,1
mobile,new,night,weekend,4.41,5,1,290,home,express,basic,4.2,0
mobile,new,evening,weekday,5.93,3,0,207,sports,standard,basic,4.32,0
